id,country,city,point_entry
4950569,DE,VASILEIOS,Entry_17
4950571,US,LOUTRA EDIPSOS,Entry_17
4950607,FR,IDF,Entry_17
4950657,IT,SITIA,Entry_17
4950832,RS,Stojana andrica,Entry_17
4950838,DE,KORIDALLOS,Entry_4
4950865,BG,SYKIES THESSALONIKI,Entry_39
4950869,NL,TB,Entry_17
4950905,RS,Stojana andrica,Entry_17
4951020,US,LOUTRA EDIPSOS,Entry_33
4951051,BR,Chania,Entry_17
4951068,IE,GLS,Entry_17
4951083,DE,34,Entry_4
4951145,NL,PERAMA,Entry_17
4951156,US,new york,Entry_17
4951203,GR,Kassandria,Entry_17
4951321,CY,Vrysoulles / Famagusta,Entry_4
4951341,NL,PERAMA,Entry_4
4951371,TD,62,Entry_4
4951488,US,LOUTRA EDIPSOS,Entry_33
4951495,IN,KOROPI,Entry_17
4951521,JP,"Marousi, Athens",Entry_17
4951522,KW,FA,Entry_33
4951530,AL,12,Entry_17
4951662,GR,BAILESTI,Entry_17
4951678,GB,Ebbw Vale,Entry_4
4951687,NL,Crete/Chersonissos,Entry_17
4951715,GB,JUR,Entry_4
4951727,FR,ANTOINE,Entry_17
4951728,CY,Vrysoulles / Famagusta,Entry_19
4951737,DE,Gochsheim,Entry_17
4951883,IT,praiano,Entry_17
4951991,RO,eleona tiva,Entry_1
4952001,RU,IRYNA,Entry_17
4952021,DE,Alexandropolis,Entry_4
4952029,IT,Piazzola sul Brenta,Entry_17
4952059,BG,MT,Entry_33
4952071,FR,Quimper,Entry_18
4952084,DE,kalampaka,Entry_17
4952100,FR,Lagny Sur Marne,Entry_33
4952179,GB,Clydebank,Entry_1
4952241,FI,THESSALONIKI - ORAIOKASTRO,Entry_18
4952249,EG,METHAINA,Entry_17
4952292,IT,PARADISIA,Entry_17
4952327,DE,VASILEIOS,Entry_17
4952383,NL,Laganas,Entry_41
4952396,MX,Patras aroi,Entry_17
4952402,CH,Peristeri,Entry_17
4952403,DE,Sparta,Entry_33
4952407,NL,Laganas,Entry_41
4952435,NL,Laganas,Entry_41
4952470,PL,LARISOS,Entry_17
4952506,BG,MT,Entry_33
4952583,IT,Ospitaletto,Entry_10
4952626,IT,Ospitaletto,Entry_17
4952635,CZ,Hostomice,Entry_17
4952639,CY,Thessaloniki Serres,Entry_17
4952643,AL,Rrethymno,Entry_17
4952676,AU,ATHINA,Entry_17
4952695,NL,PERAMA,Entry_4
4952726,NL,TB,Entry_17
4952730,AL,NEAPOLI SELANIK,Entry_17
4952771,CZ,Egaleo - Athens,Entry_1
4952805,CH,Peristeri,Entry_10
4952837,BG,MT,Entry_4
4952903,MK,"S. Furka, Dojran",Entry_17
4952906,GB,Rochdale,Entry_17
4952915,BG,MT,Entry_33
4952964,AT,Xylokastro Korinthias,Entry_17
4953034,RO,TIMISOARA,Entry_17
4953062,BE,CHIMAY,Entry_17
4953074,CZ,Hostomice,Entry_17
4953104,BE,CHIMAY,Entry_18
4953177,GB,Ebbw Vale,Entry_33
4953209,IT,Morbello,Entry_4
4953211,BG,TL,Entry_41
4953240,HU,Halandri,Entry_3
4953243,IT,ILIOUPOLI,Entry_1
4953251,FR,Allauch,Entry_17
4953255,BG,MT,Entry_33
4953280,NL,Corinth,Entry_4
4953282,IT,ILIOUPOLI,Entry_1
4953290,AL,Koridalo,Entry_17
4953292,LU,BOEVANGE/ATTERT,Entry_17
4953293,US,Sioux Falls,Entry_17
4953297,GB,Ebbw Vale,Entry_4
4953321,NL,Laganas,Entry_41
4953349,FR,KOMOTINI,Entry_17
4953372,NL,Laganas,Entry_41
4953395,PL,LARISOS,Entry_4
4953437,AL,Labike,Entry_4
4953444,BG,MT,Entry_10
4953454,IT,Ospitaletto,Entry_33
4953460,FR,CHAPONNAY,Entry_4
4953464,DE,AE,Entry_4
4953477,CH,Peristeri,Entry_17
4953492,MT,26,Entry_17
4953504,CH,Peristeri,Entry_17
4953540,FR,CHAPONNAY,Entry_4
4953566,EG,11,Entry_17
4953596,FR,Lagny Sur Marne,Entry_17
4953637,GB,Bognor Regis,Entry_17
4953666,FR,NANCRAS,Entry_4
4953693,BG,MT,Entry_33
4953727,CZ,Podhorany,Entry_17
4953796,UA,SERRES,Entry_17
4953804,DE,Elefsina Athen,Entry_17
4953826,TN,13,Entry_17
4953881,TN,13,Entry_17
4953968,BG,MT,Entry_33
4954040,PL,PRZYWORY,Entry_4
4954049,BG,MT,Entry_33
4954050,US,Sioux Falls,Entry_17
4954074,BG,IS,Entry_17
4954143,DE,"TIRNAVOS, LARISA",Entry_17
4954149,CH,Ajten,Entry_33
4954174,ES,AGIOS DIMITRIOS,Entry_17
4954194,FR,Allauch,Entry_17
4954200,IS,050,Entry_17
4954220,BG,MT,Entry_33
4954289,CH,Ajten,Entry_33
4954293,IT,katerini,Entry_41
4954309,MK,KIKKIDIS,Entry_17
4954333,TR,NETZMI,Entry_17
4954338,MK,MESIMERI,Entry_17
4954355,GB,Ebbw Vale,Entry_4
4954356,BG,MT,Entry_4
4954394,NL,TB,Entry_33
4954450,PL,LARISOS,Entry_17
4954469,BG,MT,Entry_4
4954485,DE,VASILEIOS,Entry_36
4954525,IT,Muggio,Entry_4
4954541,BG,MT,Entry_4
4954549,CH,DE,Entry_17
4954605,BG,MT,Entry_4
4954612,DE,Ano Komi Kozanis,Entry_36
4954613,GB,Ebbw Vale,Entry_33
4954638,RO,Pallini,Entry_17
4954697,BE,Peraia,Entry_17
4954714,NL,Buggenum,Entry_17
4954764,BG,Boris,Entry_17
4954774,NL,Laganas,Entry_41
4954825,NL,Laganas,Entry_41
4954839,BE,LUIK,Entry_4
4954862,AL,polykastro,Entry_17
4954879,CH,Theologos,Entry_4
4954888,CH,Peristeri,Entry_4
4954894,BG,SYKIES THESSALONIKI,Entry_17
4954913,IS,050,Entry_17
4954915,DE,Philipp,Entry_17
4954958,GB,Evdilos,Entry_4
4955005,GB,Ebbw Vale,Entry_4
4955022,EG,WYK,Entry_8
4955025,MT,26,Entry_17
4955114,CH,Peristeri,Entry_4
4955174,TR,Agios Dimitrios,Entry_4
4955178,NL,TB,Entry_17
4955224,FR,IDF,Entry_17
4955246,AT,KP,Entry_17
4955263,US,LOUTRA EDIPSOS,Entry_4
4955294,AL,Pella,Entry_17
4955349,NL,PERAMA,Entry_36
4955355,FR,IDF,Entry_17
4955356,TR,PM,Entry_4
4955365,US,LOUTRA EDIPSOS,Entry_17
4955393,GB,Ebbw Vale,Entry_4
4955394,GB,Ebbw Vale,Entry_4
4955412,US,new york,Entry_17
4955435,RO,45,Entry_17
4955443,IS,050,Entry_17
4955546,NL,Nea Moudania,Entry_4
4955582,AL,Koridalo,Entry_17
4955589,BE,kalamata,Entry_17
4955621,BG,MT,Entry_33
4955640,FR,Saint Germain en Laye,Entry_17
4955643,PL,BRANIEWO,Entry_4
4955650,CH,Peristeri,Entry_4
4955670,DE,"TIRNAVOS, LARISA",Entry_17
4955721,US,LOUTRA EDIPSOS,Entry_33
4955726,BG,MT,Entry_17
4955733,FR,MARATHOPOLIS,Entry_17
4955738,FR,MARATHOPOLIS,Entry_17
4955751,PL,BRANIEWO,Entry_4
4955774,BG,MT,Entry_33
4955779,BE,CHIMAY,Entry_17
4955811,IS,050,Entry_17
4955880,FR,Allauch,Entry_17
4955895,BG,MT,Entry_33
4955900,DK,Borup,Entry_4
4955953,NL,HEERHUGOWAARD,Entry_17
4955986,BG,MT,Entry_33
4956091,DK,Borup,Entry_4
4956092,GB,kalamos,Entry_17
4956099,IL,CALIMERA,Entry_17
4956144,TR,komotini,Entry_17
4956172,GR,Tsoukalades,Entry_17
4956178,GB,WX,Entry_17
4956191,NL,TB,Entry_17
4956226,IT,PETROUPOLI ATHENS,Entry_17
4956229,BG,Ammuliani,Entry_17
4956248,US,LOUTRA EDIPSOS,Entry_17
4956268,CY,Rhodos,Entry_17
4956270,CY,Vrysoulles / Famagusta,Entry_17
4956287,GB,Ebbw Vale,Entry_4
4956288,DE,ROX,Entry_17
4956289,BG,Mustafa,Entry_9
4956300,NL,DNB,Entry_4
4956333,RS,Stojana andrica,Entry_17
4956335,US,LOUTRA EDIPSOS,Entry_33
4956358,IL,CALIMERA,Entry_17
4956421,BG,MT,Entry_33
4956504,FR,IDF,Entry_17
4956568,US,LOUTRA EDIPSOS,Entry_33
4956587,GR,BAILESTI,Entry_28
4956590,BG,MT,Entry_10
4956607,FR,CHAPONNAY,Entry_33
4956634,CY,LEPTOKARIA,Entry_17
4956700,US,LOUTRA EDIPSOS,Entry_33
4956713,BG,MT,Entry_4
4956793,BG,MT,Entry_33
4956866,GB,Ebbw Vale,Entry_4
4956878,IT,Domenico,Entry_4
4956898,US,LOUTRA EDIPSOS,Entry_33
4956954,AT,Gerhard,Entry_36
4956965,FR,Nea Makri,Entry_41
4957030,FR,Lipsi,Entry_41
4957046,BG,Polina,Entry_17
4957076,GB,WX,Entry_17
4957092,NL,Corinth,Entry_17
4957120,DE,KALOYSIDIS,Entry_17
4957166,CH,Peristeri,Entry_4
4957194,BO,Tourcoing,Entry_17
4957210,IL,CALIMERA,Entry_17
4957240,TN,13,Entry_17
4957258,RO,MITU,Entry_17
4957303,FR,Allauch,Entry_17
4957339,IL,CALIMERA,Entry_17
4957398,GB,Keratsini,Entry_28
4957412,AL,ANDROS,Entry_28
4957420,CI,Stade,Entry_17
4957426,IL,CALIMERA,Entry_17
4957444,GB,Ebbw Vale,Entry_4
4957460,BG,KARDZHALI,Entry_17
4957490,IS,050,Entry_17
4957510,GB,Ebbw Vale,Entry_4
4957539,IS,050,Entry_17
4957561,GB,Karditsa,Entry_17
4957610,CZ,Vsetin,Entry_4
4957652,CH,Peristeri,Entry_17
4957659,DE,Tbilisi,Entry_17
4957662,IT,DIAVATA,Entry_4
4957699,AL,Palaio Faliro,Entry_17
4957727,FR,IDF,Entry_4
4957731,FR,ESTEVELLES,Entry_17
4957758,CA,MONTREAL,Entry_17
4957791,US,"TRIPOLI ,ARCADIA",Entry_17
4957792,BG,MT,Entry_33
4957797,US,new york,Entry_4
4957880,US,LOUTRA EDIPSOS,Entry_4
4957889,AL,NTH,Entry_17
4957892,US,LOUTRA EDIPSOS,Entry_33
4957910,BG,MT,Entry_33
4957969,CI,Hof,Entry_17
4958014,BG,MT,Entry_33
4958021,IT,Athani Lefkada,Entry_17
4958026,DE,Netphen,Entry_17
4958053,FR,IDF,Entry_17
4958088,KW,FA,Entry_33
4958181,CH,Peristeri,Entry_33
4958200,TR,NEA SMIRNI,Entry_17
4958222,AL,ptolemaida,Entry_17
4958276,CY,ALIARTOS,Entry_17
4958300,GB,Ebbw Vale,Entry_17
4958329,DK,Nivaa,Entry_17
4958343,IT,praiano,Entry_17
4958365,CI,Hof,Entry_17
4958402,PL,LARISOS,Entry_33
4958426,AT,KP,Entry_17
4958475,TR,Peplos,Entry_4
4958476,RO,Amaliada,Entry_17
4958477,DE,Marlies,Entry_17
4958544,IL,Kfar Saba,Entry_17
4958554,FR,IDF,Entry_4
4958587,IS,050,Entry_17
4958595,GB,Kyzikou 5,Entry_17
4958652,BG,MT,Entry_33
4958667,IL,Kfar Saba,Entry_17
4958695,GB,Ebbw Vale,Entry_33
4958712,DE,03,Entry_17
4958723,RS,kraljevo,Entry_33
4958743,GB,Darlington,Entry_41
4958804,EG,GH,Entry_41
4958840,AT,Psihiko,Entry_17
4958875,AL,polykastro,Entry_17
4958886,CY,Vrysoulles / Famagusta,Entry_17
4958895,DE,Alexandropolis,Entry_4
4958953,FR,IDF,Entry_17
4958964,IL,tiberias,Entry_17
4958968,DE,Aliveri,Entry_17
4958969,ME,05,Entry_1
4959016,EG,WN,Entry_17
4959078,BG,MT,Entry_39
4959118,IL,Kfar Saba,Entry_17
4959177,FR,SAINT THURIAU,Entry_17
4959215,CH,Peristeri,Entry_17
4959225,CH,Peristeri,Entry_10
4959249,EG,GH,Entry_41
4959286,NL,PERAMA,Entry_4
4959318,AL,polykastro,Entry_4
4959319,PL,PRZYWORY,Entry_4
4959331,BG,MT,Entry_17
4959356,NL,PERAMA,Entry_4
4959377,SE,Kristinehamn,Entry_4
4959390,CH,Peristeri,Entry_10
4959394,DE,Paralia Ofriniou,Entry_33
4959398,GB,Ebbw Vale,Entry_33
4959410,DE,Kuerten,Entry_17
4959457,AL,polykastro,Entry_4
4959459,BG,Boris,Entry_4
4959463,IT,Kimi,Entry_17
4959476,DE,"TIRNAVOS, LARISA",Entry_17
4959485,DE,Ligeri,Entry_17
4959518,CH,Ajten,Entry_33
4959551,DZ,BB,Entry_17
4959559,CY,"PTOLAIMAIDA, KOZANI",Entry_17
4959564,KW,FA,Entry_17
4959569,EG,METHAINA,Entry_4
4959602,NL,PERAMA,Entry_4
4959606,DE,26121 Oldenburg,Entry_17
4959614,BG,MT,Entry_33
4959617,AL,NAYPLION,Entry_17
4959631,CY,"PTOLAIMAIDA, KOZANI",Entry_13
4959646,FR,IDF,Entry_17
4959691,IT,messina,Entry_17
4959697,IS,050,Entry_17
4959716,UA,SERRES,Entry_17
4959823,DZ,BB,Entry_17
4959856,LU,IDF,Entry_17
4959859,AL,polykastro,Entry_17
4959880,MK,"S. Furka, Dojran",Entry_36
4959901,FR,Drapetsona,Entry_17
4959912,FR,Pruszkow,Entry_17
4959924,CY,Vrysoulles / Famagusta,Entry_17
4959935,FR,BALLAINVILLIERS,Entry_4
4959937,DE,PERISTERI,Entry_17
4959964,FR,Lipsi,Entry_41
4959984,KW,FA,Entry_10
4960015,NL,TB,Entry_33
4960030,NL,PERAMA,Entry_17
4960035,TR,NETZMI,Entry_17
4960036,BG,ELASSONA LARISA,Entry_17
4960046,KW,FA,Entry_10
4960106,CH,CAM,Entry_33
4960113,US,new york,Entry_17
4960117,MK,PLAGIARI,Entry_17
4960118,GB,Evdilos,Entry_17
4960119,CH,chalandri,Entry_17
4960139,ES,Adriani-Drama,Entry_17
4960167,DE,ARTEMIDA,Entry_17
4960173,CY,EYPALIO,Entry_17
4960176,NL,TB,Entry_17
4960195,CH,Peristeri,Entry_33
4960206,NL,TB,Entry_17
4960207,RO,CHIAJNA,Entry_17
4960213,NO,S,Entry_1
4960222,FR,GJ,Entry_9
4960226,AL,SANTORINI,Entry_17
4960236,AT,BRU,Entry_17
4960268,GR,BAILESTI,Entry_17
4960314,NL,PERAMA,Entry_17
4960317,IE,PK,Entry_39
4960330,KW,FA,Entry_33
4960357,FR,LEERS,Entry_17
4960438,CY,Corfu,Entry_4
4960464,NL,TB,Entry_17
4960473,BG,LD,Entry_17
4960488,NO,S,Entry_1
4960496,NL,PERAMA,Entry_17
4960499,GB,Ebbw Vale,Entry_17
4960535,CZ,Hostomice,Entry_17
4960543,NL,Corinth,Entry_4
4960552,CI,Bergshausen,Entry_1
4960555,GB,NI,Entry_17
4960563,DK,Vienna,Entry_17
4960583,IT,GIACINTO,Entry_17
4960587,AT,Likovrisi,Entry_4
4960635,BE,Ria,Entry_17
4960657,IT,Ospitaletto,Entry_17
4960660,RS,TRIKALA,Entry_17
4960664,GB,abergele,Entry_4
4960684,ES,Aachen,Entry_17
4960690,NL,RHODOS/FALIRAKI,Entry_17
4960706,IT,Corradina,Entry_17
4960712,NL,Laganas,Entry_41
4960776,CZ,Podhorany,Entry_17
4960814,AL,MALESI ARGOLIDHAS NAFLIO,Entry_33
4960820,CZ,Podhorany,Entry_17
4960843,MT,26,Entry_17
4960865,GB,Korydallos,Entry_17
4960910,CH,Peristeri,Entry_33
4960952,GB,SFK,Entry_17
4960954,GB,Ebbw Vale,Entry_33
4960989,GB,Ebbw Vale,Entry_33
4961017,PL,WARSZAWA,Entry_4
4961056,CH,Peristeri,Entry_17
4961105,BG,MT,Entry_33
4961127,BG,MT,Entry_4
4961132,UA,NYK,Entry_17
4961134,GR,BAILESTI,Entry_4
4961136,GB,Ebbw Vale,Entry_33
4961180,RS,TRIKALA,Entry_17
4961200,FR,Lipsi,Entry_41
4961208,AL,KORDELIO THESALONIKI,Entry_33
4961209,BG,MT,Entry_33
4961220,FR,LA TRINITE SUR MER,Entry_17
4961230,FR,Lipsi,Entry_41
4961252,BG,MT,Entry_33
4961272,BG,Hanioti,Entry_4
4961274,RO,25,Entry_18
4961313,BH,MANAMA,Entry_17
4961317,GB,Ebbw Vale,Entry_39
4961320,US,LOUTRA EDIPSOS,Entry_33
4961345,IL,CALIMERA,Entry_17
4961380,CI,Hof,Entry_17
4961416,FR,PISSOLIVADI,Entry_17
4961426,BG,MT,Entry_17
4961462,BG,Hanioti,Entry_4
4961464,MK,TSOURVELOUDIS,Entry_17
4961480,US,LOUTRA EDIPSOS,Entry_33
4961481,GB,Ebbw Vale,Entry_4
4961488,IL,CALIMERA,Entry_17
4961496,FR,LEERS,Entry_17
4961554,CI,Erftstadt,Entry_33
4961590,CZ,Hostomice,Entry_17
4961600,AL,Nea Raidestos Thessaloniki,Entry_17
4961612,PL,Green mountain,Entry_4
4961618,AL,ALIARDO,Entry_4
4961623,BG,MT,Entry_33
4961634,AL,Diavata/ Thessaloniki,Entry_4
4961636,MK,TSOURVELOUDIS,Entry_17
4961638,CH,Peristeri,Entry_33
4961647,NL,Veghel,Entry_17
4961678,BG,MT,Entry_33
4961682,LV,077,Entry_17
4961697,PL,Green mountain,Entry_4
4961704,RO,Amaliada,Entry_17
4961709,BG,MT,Entry_17
4961723,CH,Peristeri,Entry_10
4961732,TR,NETZMI,Entry_1
4961758,US,LOUTRA EDIPSOS,Entry_17
4961772,GB,CWD,Entry_1
4961815,AL,"Athens, Dafni",Entry_1
4961828,IT,Giuseppe Gallo,Entry_4
4961832,IT,NSW,Entry_17
4961853,PL,12,Entry_4
4961864,UA,NYK,Entry_4
4961875,US,LOUTRA EDIPSOS,Entry_17
4961879,ES,Albert,Entry_17
4961883,BG,MT,Entry_33
4961884,BG,MT,Entry_33
4961887,CH,Peristeri,Entry_4
4961890,GB,Ebbw Vale,Entry_4
4961905,IT,Ierapetra,Entry_4
4961907,CH,Peristeri,Entry_4
4961938,CH,Peristeri,Entry_4
4961960,DE,Magdeburg,Entry_17
4961968,CH,"Filotas, Florina",Entry_17
4962005,DK,Vienna,Entry_17
4962009,ES,SERRES,Entry_17
4962015,BY,Patras,Entry_17
4962022,BG,MT,Entry_4
4962066,LB,PO,Entry_17
4962076,TR,ISTANBUL / BEYKENT,Entry_17
4962094,IL,CALIMERA,Entry_4
4962127,GR,Witten,Entry_33
4962137,BG,MT,Entry_33
4962198,CH,MOSCHATO,Entry_4
4962219,BG,MT,Entry_33
4962250,GN,IDF,Entry_17
4962267,BG,MT,Entry_33
4962303,EG,METHAINA,Entry_4
4962339,CY,"PTOLAIMAIDA, KOZANI",Entry_17
4962340,CH,Peristeri,Entry_33
4962347,FR,Carriere-sur-seine,Entry_4
4962445,EG,METHAINA,Entry_4
4962447,AL,Koridalo,Entry_17
4962456,IL,Kfar Saba,Entry_17
4962460,CZ,Rokycany,Entry_39
4962503,IS,050,Entry_17
4962535,EG,METHAINA,Entry_4
4962550,DE,LAMIA,Entry_17
4962579,KW,FA,Entry_33
4962598,DE,Jennifer,Entry_17
4962608,DE,ESS,Entry_17
4962615,CH,Peristeri,Entry_33
4962635,IL,THESSALONIKI,Entry_17
4962709,FR,MARYLINE,Entry_17
4962775,AL,KORINTHIO,Entry_33
4962808,GB,Ebbw Vale,Entry_4
4962858,CH,Peristeri,Entry_17
4962874,NL,Corinth,Entry_4
4962897,BG,MT,Entry_33
4962920,RS,Stojana andrica,Entry_17
4962927,CH,Peristeri,Entry_10
4962932,BG,MT,Entry_33
4962963,FR,Loutro,Entry_17
4962976,CH,Peristeri,Entry_10
4963010,BG,MT,Entry_33
4963013,FR,IDF,Entry_4
4963024,IL,CALIMERA,Entry_17
4963030,GB,Ebbw Vale,Entry_4
4963069,RS,Stojana andrica,Entry_17
4963108,GB,Greenodd Ulverston,Entry_17
4963143,GR,Glifa Ilias,Entry_17
4963150,BG,MT,Entry_33
4963182,ES,NEA KALLIKRATEIA,Entry_17
4963185,DE,KALOYSIDIS,Entry_4
4963224,GB,Evdilos,Entry_4
4963225,IT,Samou,Entry_33
4963303,GB,WX,Entry_33
4963321,AL,VLORE,Entry_17
4963335,DE,Acharavi,Entry_4
4963347,IL,CALIMERA,Entry_33
4963360,MK,Nea Kalikratia,Entry_17
4963372,AE,GALATSI,Entry_33
4963436,RS,TRIKALA,Entry_17
4963443,GB,"Perama, Attiki",Entry_17
4963467,FR,Lipsi,Entry_17
4963601,GB,Ebbw Vale,Entry_4
4963634,DE,Cacani,Entry_17
4963635,CH,Peristeri,Entry_33
4963637,KW,FA,Entry_33
4963642,EG,METHAINA,Entry_4
4963666,CZ,Egaleo - Athens,Entry_1
4963681,BG,KARDZHALI,Entry_17
4963693,CH,GLYKA NERA,Entry_4
4963700,DE,VASILEIOS,Entry_17
4963701,GB,Windsor,Entry_17
4963713,DE,Acharavi,Entry_4
4963723,DE,Vexin sur Epte,Entry_17
4963770,AT,SH,Entry_4
4963771,NL,TB,Entry_33
4963783,RS,Thessaloniki,Entry_4
4963793,NL,DNB,Entry_4
4963800,LU,IDF,Entry_17
4963821,DK,Vienna,Entry_17
4963843,CY,Vrysoulles / Famagusta,Entry_17
4963855,EG,METHAINA,Entry_4
4963876,AT,SH,Entry_4
4963886,IT,NSW,Entry_17
4964025,EG,METHAINA,Entry_4
4964131,DE,PALEO FALIRO,Entry_17
4964159,AL,MDX,Entry_17
4964180,GB,Ebbw Vale,Entry_36
4964202,US,new york,Entry_17
4964218,CH,Peristeri,Entry_33
4964223,AL,Keri zakynthos,Entry_17
4964244,SI,050,Entry_17
4964255,RU,27,Entry_17
4964274,SK,BE,Entry_17
4964320,DE,PALEO FALIRO,Entry_17
4964323,CZ,Hostomice,Entry_33
4964333,EG,METHAINA,Entry_4
4964341,DE,Trusetal,Entry_17
4964387,RU,27,Entry_17
4964464,BG,PK,Entry_39
4964500,BG,Soufli,Entry_17
4964594,BG,SYKIES THESSALONIKI,Entry_33
4964605,TR,hakan,Entry_17
4964655,CZ,Hostomice,Entry_17
4964680,NL,TB,Entry_33
4964682,RO,78,Entry_4
4964701,CY,"PTOLAIMAIDA, KOZANI",Entry_17
4964711,PL,Nea Erythraia,Entry_17
4964757,CH,RAFINA,Entry_17
4964776,FR,Saint herblain,Entry_17
4964778,BG,MT,Entry_33
4964790,CY,Aliveri,Entry_17
4964810,PH,Preveza,Entry_4
4964818,RU,27,Entry_17
4964820,GB,Ebbw Vale,Entry_4
4964822,AL,Koridalo,Entry_17
4964831,CI,Tuttlingen,Entry_17
4964833,DE,Burgebrach,Entry_17
4964836,PL,WARSZAWA,Entry_17
4964847,PL,WARSZAWA,Entry_17
4964895,MK,"S. Furka, Dojran",Entry_17
4964956,LT,MDX,Entry_17
4964979,DE,VIRONAS,Entry_17
4964986,NL,"PERAMA, PIRAEUS",Entry_17
4964994,EE,41,Entry_17
4965005,FR,IDF,Entry_4
4965028,SG,AMFIALI,Entry_17
4965036,DE,"TIRNAVOS, LARISA",Entry_17
4965043,IT,Ospitaletto,Entry_33
4965044,US,new york,Entry_17
4965051,CH,Peristeri,Entry_4
4965058,TR,2,Entry_17
4965088,GB,Ebbw Vale,Entry_17
4965101,RO,Florin Daniel,Entry_17
4965104,TR,Tzanidou,Entry_17
4965115,GR,mougins,Entry_4
4965125,DE,Molbergen/Dwergte,Entry_17
4965146,CH,Peristeri,Entry_4
4965220,DE,Cacani,Entry_17
4965247,DE,Alexandropolis,Entry_4
4965323,AL,VLORE,Entry_17
4965333,PL,WARSZAWA,Entry_4
4965439,KW,FA,Entry_17
4965441,CY,Vrysoulles / Famagusta,Entry_17
4965454,BG,SYKIES THESSALONIKI,Entry_17
4965471,AL,HB,Entry_39
4965486,FR,SEBASTIEN,Entry_4
4965531,BG,MT,Entry_17
4965533,GB,Clydebank,Entry_17
4965558,TR,ISTANBUL / BEYKENT,Entry_17
4965571,GB,Abergavenny,Entry_17
4965574,CZ,Hostomice,Entry_17
4965592,FR,IDF,Entry_17
4965608,EE,41,Entry_17
4965610,BG,Boris,Entry_17
4965634,AL,AGIOS NIKOLAOS ELOUNDA,Entry_17
4965689,SK,PV,Entry_17
4965709,MK,69,Entry_4
4965720,FR,IDF,Entry_17
4965796,GB,Ebbw Vale,Entry_4
4965823,DE,Peggy,Entry_17
4965840,DE,Annett,Entry_17
4965863,DE,Ligeri,Entry_4
4965870,IS,050,Entry_17
4965882,DE,NIKAIA,Entry_17
4965886,DE,Schuttertal,Entry_17
4965901,RO,78,Entry_4
4965922,FR,IDF,Entry_17
4965923,SE,Veroia,Entry_17
4965933,GB,Ebbw Vale,Entry_4
4965941,CL,62,Entry_4
4965943,SG,AMFIALI,Entry_17
4965950,CY,Vrysoulles / Famagusta,Entry_17
4965952,FR,IDF,Entry_4
4965991,PL,Bronowo,Entry_17
4966022,CY,"Pefka, Thessaloniki",Entry_17
4966024,NR,athens,Entry_17
4966030,NL,TB,Entry_17
4966043,DE,PALEO FALIRO,Entry_17
4966053,TR,23,Entry_17
4966070,CY,"Pefka, Thessaloniki",Entry_17
4966090,RO,ILFOV,Entry_17
4966101,BG,MT,Entry_39
4966113,AL,SULAJ,Entry_17
4966129,CI,Hof,Entry_17
4966130,PL,WARSZAWA,Entry_4
4966137,AL,SULAJ,Entry_17
4966140,CI,Hof,Entry_17
4966166,NL,TB,Entry_17
4966179,GB,Mold,Entry_17
4966187,DE,kilkis,Entry_17
4966241,GB,Northop Hall,Entry_17
4966245,DE,Walldorf,Entry_17
4966321,IS,050,Entry_17
4966350,GB,CORFU,Entry_17
4966351,BG,MT,Entry_17
4966370,LU,RP,Entry_17
4966424,TN,13,Entry_17
4966439,GD,IDF,Entry_39
4966447,SE,Kristinehamn,Entry_4
4966451,KW,FA,Entry_34
4966507,BG,Mustafa,Entry_36
4966518,BG,MT,Entry_17
4966542,RO,Filiasi,Entry_17
4966544,IT,Inzago,Entry_17
4966548,HU,JM,Entry_2
4966551,DE,kalampaka,Entry_17
4966556,DE,Roswitha,Entry_4
4966566,SE,BD,Entry_1
4966573,DE,26121 Oldenburg,Entry_17
4966589,DE,voula,Entry_4
4966602,SE,BD,Entry_1
4966616,NL,Gouvia,Entry_1
4966638,DE,Logga Messinias,Entry_41
4966649,DE,PALEO FALIRO,Entry_17
4966674,DE,Logga Messinias,Entry_41
4966682,GB,Ebbw Vale,Entry_17
4966695,BR,Chania,Entry_17
4966698,IT,agia barbara,Entry_41
4966722,IT,agia barbara,Entry_41
4966731,DE,PALEO FALIRO,Entry_17
4966736,CZ,Podhorany,Entry_17
4966804,DE,PALEO FALIRO,Entry_17
4966816,NL,TB,Entry_17
4966819,DE,FTHIOTIDA,Entry_17
4966824,IT,Kimi,Entry_33
4966829,DE,PALEO FALIRO,Entry_17
4966861,RO,82,Entry_17
4966875,DE,Elefsina Athen,Entry_36
4966893,GB,Ebbw Vale,Entry_17
4966934,RO,VRILISSIA,Entry_17
4966965,SE,BD,Entry_1
4966968,NL,Maassluis,Entry_17
4966982,DE,Pasewalk,Entry_1
4967013,MK,PENDALOFOS,Entry_17
4967016,GB,WX,Entry_33
4967018,LU,Warken,Entry_18
4967055,IL,Arara,Entry_17
4967058,CY,Vrysoulles / Famagusta,Entry_17
4967062,CV,HE,Entry_17
4967076,DE,PALEO FALIRO,Entry_17
4967078,RO,Amaliada,Entry_4
4967085,BG,MT,Entry_33
4967090,CH,77,Entry_17
4967103,DE,26121 Oldenburg,Entry_17
4967109,IT,N. Mpafra,Entry_4
4967112,AL,Oia,Entry_17
4967120,PL,Tychy,Entry_3
4967146,BG,Nea Kallikratia,Entry_3
4967158,IL,CALIMERA,Entry_33
4967162,IL,Givatayim,Entry_4
4967180,TR,KALLIOPI,Entry_17
4967216,ES,IOANNINA,Entry_36
